title,album,artist,time,genre,tempo,filename,year,language,isDL,label,vocal,instrumental,tag
One By One (feat. Oaks),One By One (feat. Oaks),Robin Schulz & Topic ft. Oaks,"=""00:02:41""",Dance,129,Robin Schulz & Topic ft. Oaks - One By One.mp4,2024,English,1,SMC,1,0,"Upbeat,All Weather,All Season,Youth/adult"
Hustler,HUSTLER,Rusakov,"=""00:04:39""",Pop,100,Rusakov - Hustler.mp4,2025,English,1,Rusakov,1,0,"Balanced,All Weather,All Season"
Saga,SAGA,Rusakov,"=""00:04:36""",Dance,112,Rusakov - Saga.mp4,2024,English,1,Rusakov,1,0,"Upbeat,All Weather,All Season,Youth/adult"
SOALEX - Somebody | Goosebumps,SOALEX - Somebody | Goosebumps,SOALEX,"=""00:03:56""",Electronic,99,SOALEX - Somebody Goosebumps.mp4,2025,English,1,SMC,1,0,"Dance,Ambient,Electronica,Upbeat,Rainy,All Season,Youth/adult"
Bigger Than Us,001 - Single,STARGUIDE,"=""00:03:49""",Pop,129,STARGUIDE - Bigger Than Us.mp4,2026,English,1,STARGUIDE,1,0,"Energetic,All Weather,All Season"
Wolves,Wolves,Selena Gomez & Marshmello,"=""00:03:10""",Electronic,125,Selena Gomez & Marshmello - Wolves (The Unique Remix).mp4,2024,English,1,"Interscope Records, Universal Music International",1,0,"Pop Dance,Upbeat,All Weather,All Season,Youth/adult"
Cry Me A River (Lyrics),Cry Me A River,"Shoby, Raphael DeLove","=""00:02:43""",Dance,122,"Shoby, Raphael DeLove - Cry Me A River (Lyrics).mp4",2023,English,1,"Shoby, Raphael DeLove",1,0,"Upbeat,All Weather,All Season,Youth/adult"
Somebody,Somebody,Soalex,"=""00:03:56""",Dance,99,Soalex - Somebody.mp4,2024,English,1,Soalex,1,0,"Ambient,Electronica,Upbeat,Rainy,All Season,Youth/adult"
Desert Rose,Brand New Day,Sting,"=""00:02:44""",Pop,120,Sting - Desert Rose (Dj Dark Remix).mp4,1999,English,1,A&M Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
"Storm - Tito Ice, Deny Nice (LIVE VIDEO)","Storm - Tito Ice, Deny Nice (LIVE VIDEO)",Storm,"=""00:03:55""",Pop,129,"Storm - Tito Ice, Deny Nice (LIVE VIDEO).mp4",2025,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Bad Dreams,Bad Dreams,Teddy Swims,"=""00:02:53""",Pop,124,Teddy Swims - Bad Dreams (Dj Dark Remix).mp4,2024,English,1,Warner Records,1,0,"Rhythm & Blues,Mainstream,All Weather,All Season,Youth/adult"
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,"=""00:03:06""",Pop,128,Teddy Swims - The Door (Dj Dark Remix).mp4,2024,English,1,Teddy Swims,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Go,Go,The Chemical Brothers,"=""00:02:04""",Electronic,126,The Chemical Brothers - Go (CYRIL Remix).mp4,2015,English,1,Virgin EMI Records,1,0,"Big Beat,Electro,Energetic,All Weather,All Season"
TOBOLSKIY - LOVE | SKETCH,TOBOLSKIY - LOVE | SKETCH,Tobolsky,"=""00:02:37""",Electronic,110,Tobolsky - Love.mp4,2025,English,1,SMC,0,1,"Ambient,Electronica,Energetic,Chillout,Rainy,All Season"
Silence,Silence,Tom Ferry & Going Deeper & Sylvie,"=""00:03:42""",Electronic,128,Tom Ferry & Going Deeper & Sylvie - Silence.mp4,2024,English,1,Tom Ferry & Going Deeper & Sylvie,1,0,"Dance,House,Electro,Upbeat,All Weather,All Season,Youth/adult"
Lost,Lost,"Vintage Culture, Gabss","=""00:03:37""",Dance,128,"Vintage Culture, Gabss - Lost.mp4",2025,English,1,Affairs Records,1,0,"Progressive house,Upbeat,All Weather,All Season,Youth/adult"
Addicted,Addicted,Zerb & The Chainsmokers,"=""00:02:35""",Dance,119,Zerb & The Chainsmokers - Addicted.mp4,2024,English,1,ZERB & The Chainsmokers,1,0,"Upbeat,All Weather,All Season,Youth/adult"
mudekhar - Day and Night | Kong Skull Island,mudekhar - Day and Night | Kong Skull Island,mudekhar,"=""00:02:00""",Pop,114,mudekhar - Day and Night Kong Skull Island.mp4,2024,English,1,SMC,1,0,"Balanced,All Weather,All Season"
Day and Night,Day and Night,mudekhar,"=""00:02:00""",Dance,114,mudekhar - Day and Night.mp4,2023,English,1,mudekhar,1,0,"Upbeat,All Weather,All Season,Youth/adult"
Je T'Aime,Je T'Aime,DE SOFFER,"=""00:03:13""",Pop,123,DE SOFFER - Je T'Aime.mp4,2026,English,1,DE SOFFER,1,0,"Balanced,All Weather,All Season"
"Platform 2 by Rzn8Str - Dance on the edge of space and time, with Resonate Star #discovibes #summer","Platform 2 by Rzn8Str - Dance on the edge of space and time, with Resonate Star #discovibes #summer",Platform 2 by Rzn8Str,"=""00:03:36""",Pop,104,Platform 2 by Rzn8Str - Dance on the edge of space and time.mp4,2026,English,1,SMC,1,0,"Upbeat,All Weather,All Season"
Showtek Ft. Leon Sherman - Listen To Your Momma (Wildstylez Remix),Showtek Ft. Leon Sherman - Listen To Your Momma (Wildstylez Remix),Showtek,"=""00:02:47""",Electronic,149,Showtek Ft. Leon Sherman - Listen To Your Momma (Wildstylez Remix).mp4,2019,English,1,Showtek,1,0,"Energetic,All Weather,All Season"
Moonlight (Lyrics),Smooth Operator - Moonlight - Lyrics,Smooth Operator,"=""00:02:03""",Pop,130,Smooth Operator - Moonlight (Lyrics).mp4,2023,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Tell Me Why,Tell Me Why,Supermode,"=""00:02:56""",Electronic,129,Supermode - Tell Me Why.mp4,2006,English,1,Data Records,1,0,"House,Upbeat,All Weather,All Season"
Zhurek,Zhurek,Adam,"=""00:03:19""",Pop,178,Adam Zhurek #adam #Zhurek.mp4,2023,English,1,Adam,1,0,"Mainstream,All Weather,All Season,Youth/adult"
That's My Name,That's My Name,Akcent,"=""00:04:14""",Electronic,129,Akcent - That's My Name.mp4,2010,English,1,Do It Yourself Entertainment,1,0,"House,Electro,Upbeat,All Weather,All Season"
All I need is love,All I need is love,Alan Murin,"=""00:03:24""",Pop,139,Alan Murin - All I need is love.mp4,2026,English,1,Alan Murin,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Queen of Kings,Queen of Kings,Alessandra,"=""00:02:53""",Pop,129,Alessandra - Queen of Kings.mp4,2023,English,1,Universal Music AS,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Eternity,"You'll Be Alright, Kid",Alex Warren,"=""00:03:25""",Pop,140,Alex Warren - Eternity.mp4,2025,English,1,Alex Warren,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Fever dream,Fever Dream,Alex Warren,"=""00:04:10""",Pop,108,Alex Warren - Fever dream.mp4,2026,English,1,Atlantic,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Ordinary,Ordinary,Alex Warren,"=""00:03:07""",Pop,111,Alex Warren - Ordinary.mp4,2025,English,1,Atlantic,1,0,"Ballad,Mainstream,All Weather,All Season,Youth/adult"
Passenger,WILDCHILD,Alex Warren,"=""00:02:47""",Pop,136,Alex Warren - Passenger.mp4,2026,English,1,Alex Warren,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Mon Amour,Mon Amour,Annalisa,"=""00:03:24""",Pop,123,Annalisa - Mon Amour.mp4,2023,English,1,Warner Music Italy,1,0,"Disco,Mainstream,All Weather,All Season,Youth/adult"
Sinceramente,Sinceramente,Annalisa,"=""00:03:50""",Pop,126,Annalisa - Sinceramente.mp4,2024,English,1,"Warner Music Italy, Warner Music Group",1,0,"Mainstream,All Weather,All Season,Youth/adult"
Mirage,MIRAGE,"AriBeatz, Ozuna, Sfera Ebbasta, GIMS","=""00:03:32""",Pop,85,"AriBeatz, Ozuna, Sfera Ebbasta, GIMS - Mirage.mp4",2023,English,1,"AriBeatz, Ozuna, Sfera Ebbasta, GIMS",1,0,"Balanced,All Weather,All Season"
we can't be friends,eternal sunshine,Ariana Grande,"=""00:04:43""",Pop,115,Ariana Grande - we can't be friends (wait for your love).mp4,2024,English,1,Republic Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Satisfaction,Satisfaction,Benny Benassi,"=""00:02:27""",Electronic,130,Benny Benassi - Satisfaction.mp4,2002,English,1,Submental Records,1,0,"House,Electro,Upbeat,All Weather,All Season"
Beautiful Things,Beautiful Things,Benson Boone,"=""00:03:13""",Pop,105,Benson Boone - Beautiful Things.mp4,2024,English,1,"Night Street Records, Warner Records",1,0,"Indie Pop,Mainstream,All Weather,All Season,Youth/adult"
Mystical Magical (Lyrics),American Heart,Benson Boone,"=""00:02:46""",Pop,120,Benson Boone - Mystical Magical (Lyrics).mp4,2025,English,1,Benson Boone,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Slow It Down,Slow It Down,Benson Boone,"=""00:03:04""",Pop,91,Benson Boone - Slow It Down.mp4,2024,English,1,Benson Boone,1,0,"Mainstream,All Weather,All Season,Youth/adult"
BigXthaPlug - Cold feat. Post Malone (Official Music Video),BigXthaPlug - Cold feat. Post Malone (Official Music Video),BigXthaPlug,"=""00:03:08""",Pop,156,BigXthaPlug - Cold feat. Post Malone.mp4,2025,English,1,BigXthaPlug,1,0,"Energetic,All Weather,All Season"
Birds of a feather (Lyrics),HIT ME HARD AND SOFT,Billie Eilish,"=""00:03:31""",Alternative,105,Billie Eilish - Birds of a feather (Lyrics).mp4,2024,English,1,"Darkroom, Interscope Records",1,0,"Balanced,All Weather,All Season"
Lunch,HIT ME HARD AND SOFT,Billie Eilish,"=""00:03:23""",Alternative,124,Billie Eilish - Lunch.mp4,2024,English,1,Billie Eilish,1,0,"Balanced,All Weather,All Season"
What Was I Made For,What Was I Made For?,Billie Eilish,"=""00:04:09""",Pop,78,Billie Eilish - What Was I Made For.mp4,2023,English,1,"Darkroom, Interscope Records",1,0,"Ballad,Mainstream,All Weather,All Season,Youth/adult"
Wildflower,HIT ME HARD AND SOFT,Billie Eilish,"=""00:04:18""",Alternative,74,Billie Eilish - Wildflower.mp4,2024,English,1,Billie Eilish,1,0,"Calm,Rainy,All Season"
I Just Might,The Romantic,Bruno Mars,"=""00:03:33""",Pop,103,Bruno Mars - I Just Might.mp4,2026,English,1,Atlantic,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Risk It All,The Romantic,Bruno Mars,"=""00:03:31""",Pop,172,Bruno Mars - Risk It All.mp4,2026,English,1,Bruno Mars,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Stumblin' In (Lyrics),Stumblin' In,CYRIL,"=""00:03:33""",Dance,124,CYRIL - Stumblin' In (Lyrics).mp4,2023,English,1,Spinnin' Records,1,0,"House,Upbeat,All Weather,All Season,Youth/adult"
Wagwan,ALL ROADS LEAD HOME,Central Cee,"=""00:03:03""",Rap,140,Central Cee - Wagwan.mp4,2026,English,1,Central Cee,1,0,"Electronic,Energetic,All Weather,All Season"
Pink Pony Club (Lyrics),Pink Pony Club,Chappell Roan,"=""00:04:18""",Pop,107,Chappell Roan - Pink Pony Club (Lyrics).mp4,2024,English,1,"Amusement Records, Island Records",1,0,"Mainstream,All Weather,All Season,Youth/adult"
The Subway,The Subway,Chappell Roan,"=""00:04:31""",Pop,165,Chappell Roan - The Subway.mp4,2025,English,1,"Island Records, Amusement Records",1,0,"Ballad,Mainstream,All Weather,All Season,Youth/adult"
SS26,SS26,Charli xcx,"=""00:02:53""",Pop,133,Charli xcx - SS26.mp4,2026,English,1,Atlantic,1,0,"Mainstream,All Weather,All Season,Youth/adult"
party 4 u,how i'm feeling now,Charli xcx,"=""00:04:57""",Pop,162,Charli xcx - party 4 u.mp4,2020,English,1,Charli xcx,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Ladada,Ladada (Mon Dernier Mot),Claude,"=""00:02:52""",Pop,118,Claude - Ladada (Mon Dernier Mot).mp4,2022,English,1,Cloud 9 Digital,1,0,"Pop Dance,Upbeat,All Weather,All Season,Youth/adult"
Who Knows (Lyrics),Son Of Spergy,Daniel Caesar,"=""00:03:46""",Singer Songwriter,121,Daniel Caesar - Who Knows (Lyrics).mp4,2025,English,1,Daniel Caesar,1,0,"Balanced,All Weather,All Season"
Sandstorm,Sandstorm,Darude,"=""00:03:52""",Electronic,136,Darude - Sandstorm.mp4,1999,English,1,Neo,0,1,"Trance,Energetic,All Weather,All Season"
Raindance,The Boy Who Played the Harp,Dave,"=""00:03:41""",Pop,143,Dave - Raindance.mp4,2025,English,1,Dave,1,0,"Upbeat,All Weather,All Season"
No Broke Boys (Lyrics),No Broke Boys,Disco Lines & Tinashe,"=""00:02:51""",Dance,130,Disco Lines & Tinashe - No Broke Boys (Lyrics).mp4,2025,English,1,"Nice Life, Atlantic",1,0,"House,Upbeat,All Weather,All Season,Youth/adult"
No Broke Boys,No Broke Boys,Disco Lines & Tinashe,"=""00:02:44""",Dance,131,Disco Lines & Tinashe - No Broke Boys.mp4,2025,English,1,"Nice Life, Atlantic",1,0,"House,Upbeat,All Weather,All Season,Youth/adult"
End Of Beginning (Lyrics),DECIDE,Djo,"=""00:02:40""",Alternative,161,Djo - End Of Beginning (Lyrics).mp4,2024,English,1,AWAL Recordings,1,0,"Alternative Rock,Alt-pop,Mainstream,All Weather,All Season,Youth/adult"
Gorgeous,Vie,Doja Cat,"=""00:04:27""",Pop,89,Doja Cat - Gorgeous.mp4,2025,English,1,Doja Cat,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Jealous Type,Jealous Type,Doja Cat,"=""00:03:09""",Pop,121,Doja Cat - Jealous Type.mp4,2025,English,1,Doja Cat,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Babydoll,"Don't Forget About Me, Demos [Explicit]",Dominic Fike,"=""00:01:38""",Alternative,165,Dominic Fike - Babydoll.mp4,2018,English,1,Dominic Fike,1,0,"Energetic,All Weather,All Season"
A Little More,A Little More,Ed Sheeran,"=""00:04:36""",Pop,148,Ed Sheeran - A Little More.mp4,2025,English,1,"Gingerbread Man Records, Atlantic",1,0,"Mainstream,All Weather,All Season,Youth/adult"
Azizam,Azizam,Ed Sheeran,"=""00:03:27""",Pop,128,Ed Sheeran - Azizam.mp4,2025,English,1,"Gingerbread Man Records, Atlantic",1,0,"Mainstream,All Weather,All Season,Youth/adult"
Sapphire,Sapphire,Ed Sheeran,"=""00:03:03""",Pop,94,Ed Sheeran - Sapphire.mp4,2025,English,1,Gingerbread Man Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Stereo Love,Stereo Love,Edward Maya & Vika Jigulina,"=""00:04:13""",Electronic,128,Edward Maya & Vika Jigulina - Stereo Love.mp4,2009,English,1,Dance On The Beat,1,0,"House,Electro,Upbeat,All Weather,All Season"
Little Birds,Little Birds,Elizabeth Nichols,"=""00:02:31""",Pop,98,Elizabeth Nichols - Little Birds.mp4,2025,English,1,Elizabeth Nichols,1,0,"Balanced,All Weather,All Season"
Bonbon,Bonbon,Era Istrefi,"=""00:02:59""",Dance,95,Era Istrefi - Bonbon.mp4,2016,English,1,Catchy Tunes,1,0,"House,Deep House,Hip Hop,Dancehall,Tropical House,Upbeat,All Weather,All Season,Youth/adult"
Call On Me,Call On Me,Eric Prydz,"=""00:02:52""",Electronic,126,Eric Prydz - Call On Me.mp4,2004,English,1,"Data Records, Ministry Of Sound",1,0,"House,Electro House,Progressive house,Upbeat,All Weather,All Season"
EsDeeKid ft. Timothée Chalamet - 4 Raws Remix (Official Music Video),EsDeeKid ft. Timothée Chalamet - 4 Raws Remix (Official Music Video),EsDeeKid ft. Timothée Chalamet,"=""00:01:39""",Pop,144,EsDeeKid ft. Timothée Chalamet - 4 Raws Remix.mp4,2025,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Cupid (Lyrics),The Beginning: Cupid,FIFTY FIFTy,"=""00:03:00""",Electronic,120,FIFTY FIFTy - Cupid (Lyric).mp4,2023,English,1,Attrakt,1,0,"K-pop,Pop Dance,Nu-Disco,Upbeat,All Weather,All Season,Youth/adult"
scared,scared,Fred again.. & Young Thug,"=""00:03:28""",Pop,126,Fred again.. & Young Thug - scared (brandon's night pt. 2).mp4,2026,English,1,Fred again.. & Young Thug,1,0,"Energetic,All Weather,All Season"
baby,baby,Gabriel Jacoby,"=""00:03:03""",Pop,84,Gabriel Jacoby - baby.mp4,2025,English,1,Gabriel Jacoby,1,0,"Balanced,All Weather,All Season"
the one,the one,Gabriel Jacoby,"=""00:02:26""",Pop,101,Gabriel Jacoby - the one.mp4,2025,English,1,Gabriel Jacoby,1,0,"Balanced,All Weather,All Season"
KATSEYE,NOW That's What I Call Music! 122 [Clean] [Clean],Gabriela,"=""00:03:18""",Pop,146,Gabriela - KATSEYE.mp4,2025,English,1,Capybara Piano,1,0,"Energetic,All Weather,All Season"
Dance Dance,Dance Dance,Gabry Ponte,"=""00:02:32""",Dance,124,Gabry Ponte - Dance Dance.mp4,2023,English,1,Gabry Ponte,1,0,"Upbeat,All Weather,All Season,Youth/adult"
Sailor Song,Sailor Song,Gigi Perez,"=""00:03:36""",Pop,126,Gigi Perez - Sailor Song.mp4,2025,English,1,Island Records,1,0,"Vocal,Mainstream,All Weather,All Season,Youth/adult"
Hit the Wall,Daughter from Hell,Gracie Abrams,"=""00:03:16""",Pop,161,Gracie Abrams - Hit the Wall.mp4,2026,English,1,Gracie Abrams,1,0,"Mainstream,All Weather,All Season,Youth/adult"
American Girls,"Kiss All The Time. Disco, Occasionally.",Harry Styles,"=""00:03:47""",Pop,102,Harry Styles - American Girls.mp4,2026,English,1,Harry Styles,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Aperture,Aperture,Harry Styles,"=""00:05:51""",Pop,128,Harry Styles - Aperture.mp4,2026,English,1,Columbia,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Dance No More,"Kiss All The Time. Disco, Occasionally.",Harry Styles,"=""00:03:21""",Pop,117,Harry Styles - Dance No More.mp4,2026,English,1,Harry Styles,1,0,"Upbeat,All Weather,All Season,Youth/adult"
Ruleta,Ruleta,INNA,"=""00:03:14""",Dance,101,INNA - Ruleta.mp4,2017,English,1,Global Records,1,0,"Pop Dance,Upbeat,All Weather,All Season,Youth/adult"
Up,Up,INNA x Sean Paul,"=""00:02:30""",Pop,98,INNA x Sean Paul - Up.mp4,2021,English,1,Global Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Mantra,Mantra,JENNIE,"=""00:02:27""",Electronic,117,JENNIE - Mantra.mp4,2024,English,1,Columbia,1,0,"Freestyle,Electro,R&B,Pop Dance,Upbeat,All Weather,All Season,Youth/adult"
Eyes closed,EYES CLOSED,JISOO X ZAYN,"=""00:03:12""",Pop,148,JISOO X ZAYN - Eyes closed.mp4,2025,English,1,JISOO X ZAYN,1,0,"Energetic,All Weather,All Season"
They Don't Love It,Jackman.,Jack Harlow,"=""00:02:00""",Hip Hop,99,Jack Harlow - They Don't Love It.mp4,2023,English,1,Jack Harlow,1,0,"R&B,Balanced,All Weather,All Season"
Oh!,Songs for Young Lovers,Johnny Orlando,"=""00:02:27""",Pop,145,Johnny Orlando - Oh!.mp4,2026,English,1,Johnny Orlando,1,0,"Mainstream,All Weather,All Season,Youth/adult"
LED Moon,LED Moon,Jordan Joy,"=""00:03:18""",Alternative,111,Jordan Joy - LED Moon.mp4,2026,English,1,Jordan Joy,1,0,"Balanced,All Weather,All Season"
Yukon,SWAG,Justin Bieber,"=""00:03:03""",Pop,127,Justin Bieber - Yukon.mp4,2025,English,1,Justin Bieber,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Golden (Lyrics),Golden,KPop Demon Hunters,"=""00:03:19""",Pop,123,KPop Demon Hunters - Golden (Lyrics).mp4,2025,English,1,KPop Demon Hunters,1,0,"Balanced,All Weather,All Season"
Boys in Skirts,American Teenage Prophecy - EP,Kid Sistr,"=""00:04:07""",Alternative,162,Kid Sistr - Boys in Skirts.mp4,2026,English,1,Kid Sistr,1,0,"Energetic,All Weather,All Season"
Gorgeous,Gorgeous,Kunmie & Lojay,"=""00:03:10""",Pop,86,Kunmie & Lojay - Gorgeous.mp4,2026,English,1,Kunmie & Lojay,1,0,"Balanced,All Weather,All Season"
Confession,Confession,Kunmie,"=""00:02:36""",Pop,185,Kunmie - Confession.mp4,2026,English,1,Kunmie,1,0,"Energetic,All Weather,All Season"
Les Menottes,Les menottes - Single,L'Algérino,"=""00:02:54""",Pop,95,L'Algérino - Les Menottes.mp4,2017,French,1,L'Algérino,1,0,"Balanced,All Weather,All Season"
Bloody Mary,Bloody Mary,Lady Gaga,"=""00:03:12""",Pop,129,Lady Gaga - Bloody Mary (TikTok Remix).mp4,2011,English,1,"Interscope Records, Streamline Records",1,0,"Hip-house,Electro,Synth-pop,Pop Dance,Upbeat,All Weather,All Season,Youth/adult"
Die With A Smile,Die With A Smile,"Lady Gaga, Bruno Mars","=""00:04:12""",Pop,104,"Lady Gaga, Bruno Mars - Die With A Smile.mp4",2024,English,1,"Interscope Records, Streamline Records",1,0,"Ballad,Mainstream,All Weather,All Season,Youth/adult"
Runway,Runway,"Lady Gaga, Doechii","=""00:02:58""",Pop,120,"Lady Gaga, Doechii - Runway.mp4",2026,English,1,"Interscope Records, Capitol Records",1,0,"Pop Dance,House,Upbeat,All Weather,All Season,Youth/adult"
All My Life,All My Life (Remixes),Lil Durk,"=""00:04:04""",Pop,143,Lil Durk - All My Life.mp4,2023,English,1,Lil Durk,1,0,"Energetic,All Weather,All Season"
What You Saying,What You Saying,Lil Uzi Vert,"=""00:03:02""",Hip Hop,129,Lil Uzi Vert - What You Saying.mp4,2025,English,1,Cor(e),1,0,"Jersey Club,Pop Rap,Mainstream,All Weather,All Season,Youth/adult"
Messy,Messy,Lola Young,"=""00:04:44""",Pop,111,Lola Young - Messy.mp4,2024,English,1,Island Records,1,0,"Indie Pop,Soul,Mainstream,All Weather,All Season,Youth/adult"
The Feeling,The Feeling,Lost Frequencies,"=""00:02:37""",Electronic,132,Lost Frequencies - The Feeling.mp4,2023,English,1,Epic Amsterdam,1,0,"House,Upbeat,All Weather,All Season,Youth/adult"
Back To You,Back To You,"Lost Frequencies, Elley Duhé, X Ambassadors","=""00:02:40""",Electronic,117,"Lost Frequencies, Elley Duhé, X Ambassadors - Back To You.mp4",2022,English,1,Epic Amsterdam,1,0,"House,Upbeat,All Weather,All Season,Youth/adult"
Mahmut Orhan - Feel feat. Sena Sener (Official Video) [Ultra Records],Feel [Radio Edit],Mahmut Orhan,"=""00:03:27""",Electronic,120,Mahmut Orhan - Feel feat. Sena Sener.mp4,2016,English,1,Ultra Music,1,0,"House,Progressive house,Upbeat,All Weather,All Season"
Mood,Mood - Single,Makar,"=""00:02:32""",Pop,124,Makar - Mood.mp4,2022,English,1,Makar,1,0,"Balanced,All Weather,All Season"
Earrings (Lyrics),Sweet Boy,Malcolm Todd,"=""00:02:32""",Alternative,156,Malcolm Todd - Earrings (Lyrics).mp4,2024,English,1,Malcolm Todd,1,0,"Energetic,All Weather,All Season"
Belong Together,Belong Together,Mark Ambor,"=""00:02:32""",Pop,185,Mark Ambor - Belong Together.mp4,2024,English,1,Mark Ambor,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Flowers,Flowers,Miley Cyrus,"=""00:03:22""",Pop,118,Miley Cyrus - Flowers.mp4,2023,English,1,Columbia,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Super Shy,Get Up,NewJeans,"=""00:03:21""",You Don't Even Know My Name Do Ya,150,NewJeans - Super Shy.mp4,2023,English,1,NewJeans,1,0,"Energetic,All Weather,All Season"
Dragostea Din Tei,DiscO-Zone,O-Zone,"=""00:04:46""",Pop,129,O-Zone - Dragostea Din Tei.mp4,2004,English,1,O-Zone,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Overdrive feat. Norma Jean Martine,Overdrive (feat. Norma Jean Martine),Ofenbach,"=""00:02:59""",Pop,126,Ofenbach - Overdrive feat. Norma Jean Martine.mp4,2023,English,1,Ofenbach,1,0,"Energetic,All Weather,All Season"
Man I Need,Man I Need,Olivia Dean,"=""00:03:22""",Pop,118,Olivia Dean - Man I Need.mp4,2025,English,1,Capitol Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Nice To Each Other,Nice To Each Other,Olivia Dean,"=""00:03:44""",Pop,130,Olivia Dean - Nice To Each Other.mp4,2025,English,1,Capitol Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
So Easy,The Art of Loving,Olivia Dean,"=""00:03:17""",Pop,142,Olivia Dean - So Easy (To Fall In Love).mp4,2025,English,1,Capitol Records,1,0,"Indie Pop,Neo Soul,Mainstream,All Weather,All Season,Youth/adult"
stupid song,you seem pretty sad for a girl so in love,Olivia Rodrigo,"=""00:03:37""",Pop,128,Olivia Rodrigo - stupid song.mp4,2026,English,1,Olivia Rodrigo,1,0,"Mainstream,All Weather,All Season,Youth/adult"
the cure,The Cure,Olivia Rodrigo,"=""00:05:14""",Pop,143,Olivia Rodrigo - the cure.mp4,2026,English,1,Geffen Records,1,0,"Indie Pop,Mainstream,All Weather,All Season,Youth/adult"
Nanana,Apple Music Live: NYE 2024,Peggy Gou,"=""00:02:44""",Dance,130,Peggy Gou - (It Goes Like) Nanana.mp4,2023,English,1,Apple Music,1,0,"Upbeat,All Weather,All Season,Youth/adult"
Girl Like Me,Fancy That,PinkPantheress,"=""00:02:37""",Pop,137,PinkPantheress - Girl Like Me.mp4,2025,English,1,Warner Records,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Stateside,Stateside,PinkPantheress,"=""00:03:13""",Pop,123,PinkPantheress - Stateside.mp4,2026,English,1,Warner Records,1,0,"Pop Dance,Upbeat,All Weather,All Season,Youth/adult"
"""PINKY UP"" MV (Choreography Ver.) | KATSEYE","""PINKY UP"" MV (Choreography Ver.) | KATSEYE",Pinky Up,"=""00:02:21""",Pop,151,Pinky Up - Katseye.mp4,2026,English,1,SMC,1,0,"Energetic,All Weather,All Season"
Wine & Jiggle,Wine & Jiggle,Popcaan,"=""00:02:51""",Pop,92,Popcaan - Wine & Jiggle.mp4,2026,English,1,Popcaan,1,0,"Balanced,All Weather,All Season"
I Had Some Help,I Had Some Help,Post Malone,"=""00:03:21""",Pop,129,Post Malone - I Had Some Help.mp4,2024,English,1,"Mercury, Republic Records",1,0,"Country,Mainstream,All Weather,All Season,Youth/adult"
Where is my husband,Where Is My Husband!,RAYE,"=""00:03:18""",Pop,117,RAYE - Where is my husband.mp4,2025,English,1,Human Re Sources,1,0,"Contemporary Jazz,Mainstream,Rainy,All Season,Youth/adult"
Escapism.,Escapism. / The Thrill Is Gone.,"RAYE, 070 Shake","=""00:04:33""",Pop,95,"RAYE, 070 Shake - Escapism..mp4",2022,English,1,Human Re Sources,1,0,"Mainstream,All Weather,All Season,Youth/adult"
Berghain,Berghain,ROSALÍA ft. Björk & Yves Tumor,"=""00:03:27""",Pop,124,ROSALÍA ft. Björk & Yves Tumor - Berghain.mp4,2025,English,1,SMC,1,0,"Balanced,All Weather,All Season"
Love Me Not,Love Me Not,Ravyn Lenae,"=""00:03:39""",Funk / Soul,114,Ravyn Lenae - Love Me Not.mp4,2024,English,1,Atlantic,1,0,"R&B,Mainstream,All Weather,All Season,Youth/adult"
Ride It,Ride It,Regard,"=""00:03:54""",Dance,118,Regard - Ride It.mp4,2019,English,1,Ministry Of Sound,1,0,"Pop Dance,House,Upbeat,All Weather,All Season,Youth/adult"
Espresso,Espresso,Sabrina Carpenter,"=""00:03:21""",Pop,104,Sabrina Carpenter - Espresso.mp4,2024,English,1,Island Records,1,0,"Pop Dance,Bubblegum,Upbeat,All Weather,All Season,Youth/adult"
Manchild,Manchild,Sabrina Carpenter,"=""00:03:56""",Pop,123,Sabrina Carpenter - Manchild.mp4,2025,English,1,Island Records,1,0,"Pop Dance,Country,Disco,Upbeat,All Weather,All Season,Youth/adult"
